0.175	5.5	5.5	5.5	1.041	0.020	-0.020	0.016	-0.016	0.002
0.25	5.5	5.5	5.5	1.030	0.040	-0.040	0.030	-0.030	0.002
0.0125	7	7	7	0.930	0.060	-0.060	0.070	-0.070	0.002
0.0175	7	7	7	0.939	0.012	-0.012	0.037	-0.037	0.002
0.025	7	7	7	0.973	0.008	-0.008	0.015	-0.015	0.002
0.035	7	7	7	0.980	0.009	-0.009	0.006	-0.006	0.002
0.045	7	7	7	0.971	0.009	-0.009	0.016	-0.016	0.002
0.055	7	7	7	0.996	0.010	-0.010	0.022	-0.022	0.002
0.07	7	7	7	0.993	0.009	-0.009	0.006	-0.006	0.002
0.09	7	7	7	1.013	0.011	-0.011	0.015	-0.015	0.002
0.125	7	7	7	0.998	0.009	-0.009	0.007	-0.007	0.002
0.175	7	7	7	1.039	0.013	-0.013	0.018	-0.018	0.002
0.25	7	7	7	0.991	0.015	-0.015	0.014	-0.014	0.002
0.0175	9	9	9	0.970	0.050	-0.050	0.060	-0.060	0.002
0.025	9	9	9	0.981	0.010	-0.010	0.021	-0.021	0.002
0.035	9	9	9	0.996	0.009	-0.009	0.015	-0.015	0.002
0.045	9	9	9	1.010	0.011	-0.011	0.019	-0.019	0.002
0.055	9	9	9	1.014	0.011	-0.011	0.013	-0.013	0.002
0.07	9	9	9	1.013	0.009	-0.009	0.016	-0.016	0.002
0.09	9	9	9	1.025	0.011	-0.011	0.014	-0.014	0.002
0.125	9	9	9	1.000	0.009	-0.009	0.005	-0.005	0.002
0.175	9	9	9	1.005	0.012	-0.012	0.011	-0.011	0.002
0.25	9	9	9	0.988	0.012	-0.012	0.007	-0.007	0.002
0.35	9	9	9	0.920	0.040	-0.040	0.030	-0.030	0.002
0.025	11.5	11.5	11.5	0.981	0.016	-0.016	0.031	-0.031	0.002
0.035	11.5	11.5	11.5	0.996	0.009	-0.009	0.011	-0.011	0.002
0.045	11.5	11.5	11.5	1.002	0.009	-0.009	0.006	-0.006	0.002
0.055	11.5	11.5	11.5	1.008	0.010	-0.010	0.004	-0.004	0.002
0.07	11.5	11.5	11.5	1.010	0.008	-0.008	0.007	-0.007	0.002
0.09	11.5	11.5	11.5	1.011	0.009	-0.009	0.008	-0.008	0.002
0.125	11.5	11.5	11.5	1.012	0.007	-0.007	0.003	-0.003	0.002
0.175	11.5	11.5	11.5	1.026	0.010	-0.010	0.006	-0.006	0.002
0.25	11.5	11.5	11.5	1.012	0.010	-0.010	0.011	-0.011	0.002
0.35	11.5	11.5	11.5	0.980	0.020	-0.020	0.040	-0.040	0.002
0.035	15	15	15	0.993	0.014	-0.014	0.016	-0.016	0.002
0.045	15	15	15	0.993	0.010	-0.010	0.006	-0.006	0.002
0.055	15	15	15	1.008	0.010	-0.010	0.004	-0.004	0.002
0.07	15	15	15	1.010	0.008	-0.008	0.004	-0.004	0.002
0.09	15	15	15	1.011	0.008	-0.008	0.003	-0.003	0.002
0.125	15	15	15	1.016	0.006	-0.006	0.006	-0.006	0.002
0.175	15	15	15	0.996	0.008	-0.008	0.004	-0.004	0.002
0.25	15	15	15	1.009	0.008	-0.008	0.011	-0.011	0.002
0.35	15	15	15	0.998	0.013	-0.013	0.012	-0.012	0.002
0.45	15	15	15	0.960	0.030	-0.030	0.050	-0.050	0.002
0.035	20	20	20	0.920	0.100	-0.100	0.070	-0.070	0.002
0.045	20	20	20	1.010	0.018	-0.018	0.013	-0.013	0.002
0.055	20	20	20	1.015	0.012	-0.012	0.007	-0.007	0.002
0.07	20	20	20	1.006	0.008	-0.008	0.012	-0.012	0.002
0.09	20	20	20	1.021	0.009	-0.009	0.007	-0.007	0.002
0.125	20	20	20	1.008	0.006	-0.006	0.014	-0.014	0.002
0.175	20	20	20	1.006	0.008	-0.008	0.008	-0.008	0.002
0.25	20	20	20	1.002	0.007	-0.007	0.012	-0.012	0.002
0.35	20	20	20	1.006	0.010	-0.010	0.009	-0.009	0.002
0.45	20	20	20	0.991	0.015	-0.015	0.025	-0.025	0.002
0.55	20	20	20	1.070	0.060	-0.060	0.060	-0.060	0.002
0.055	27	27	27	0.980	0.030	-0.030	0.020	-0.020	0.002
0.07	27	27	27	1.028	0.012	-0.012	0.005	-0.005	0.002
0.09	27	27	27	0.999	0.011	-0.011	0.006	-0.006	0.002
0.125	27	27	27	1.020	0.007	-0.007	0.003	-0.003	0.002
0.175	27	27	27	1.009	0.009	-0.009	0.007	-0.007	0.002
0.25	27	27	27	1.001	0.008	-0.008	0.007	-0.007	0.002
0.35	27	27	27	0.988	0.011	-0.011	0.029	-0.029	0.002
0.45	27	27	27	0.963	0.015	-0.015	0.022	-0.022	0.002
0.55	27	27	27	0.974	0.024	-0.024	0.019	-0.019	0.002
0.07	36	36	36	0.940	0.040	-0.040	0.030	-0.030	0.002
0.09	36	36	36	1.000	0.017	-0.017	0.012	-0.012	0.002
0.125	36	36	36	1.006	0.010	-0.010	0.016	-0.016	0.002
0.175	36	36	36	1.018	0.011	-0.011	0.007	-0.007	0.002
0.25	36	36	36	1.013	0.010	-0.010	0.005	-0.005	0.002
0.35	36	36	36	0.977	0.013	-0.013	0.011	-0.011	0.002
0.45	36	36	36	0.985	0.018	-0.018	0.012	-0.012	0.002
0.55	36	36	36	1.000	0.030	-0.030	0.060	-0.060	0.002
0.7	36	36	36	0.820	0.060	-0.060	0.140	-0.140	0.002
0.125	48	48	48	1.013	0.015	-0.015	0.010	-0.010	0.002
0.175	48	48	48	0.990	0.014	-0.014	0.014	-0.014	0.002
0.25	48	48	48	1.000	0.011	-0.011	0.006	-0.006	0.002
0.35	48	48	48	1.015	0.016	-0.016	0.018	-0.018	0.002
0.45	48	48	48	0.947	0.021	-0.021	0.022	-0.022	0.002
0.55	48	48	48	0.940	0.040	-0.040	0.050	-0.050	0.002
0.7	48	48	48	0.930	0.050	-0.050	0.090	-0.090	0.002
0.125	65	65	65	1.030	0.060	-0.060	0.080	-0.080	0.002
0.175	65	65	65	1.000	0.020	-0.020	0.050	-0.050	0.002
0.25	65	65	65	1.020	0.016	-0.016	0.006	-0.006	0.002
0.35	65	65	65	0.990	0.018	-0.018	0.007	-0.007	0.002
0.45	65	65	65	0.926	0.025	-0.025	0.019	-0.019	0.002
0.55	65	65	65	1.050	0.040	-0.040	0.030	-0.030	0.002
0.7	65	65	65	0.940	0.050	-0.050	0.030	-0.030	0.002
0.25	110	110	110	1.040	0.030	-0.030	0.040	-0.040	0.002
0.35	110	110	110	0.980	0.020	-0.020	0.030	-0.030	0.002
0.45	110	110	110	0.944	0.028	-0.028	0.012	-0.012	0.002
0.55	110	110	110	1.020	0.040	-0.040	0.060	-0.060	0.002
0.7	110	110	110	0.770	0.060	-0.060	0.190	-0.190	0.002
0.0125	1.3	1.3	1.3	0.858	0.017	-0.017	0.022	-0.022	0.002
0.0175	1.3	1.3	1.3	0.830	0.030	-0.030	0.100	-0.100	0.002
0.0125	1.8	1.8	1.8	0.876	0.014	-0.014	0.034	-0.034	0.002
0.0175	1.8	1.8	1.8	0.880	0.016	-0.016	0.023	-0.023	0.002
0.025	1.8	1.8	1.8	0.937	0.018	-0.018	0.027	-0.027	0.002
0.035	1.8	1.8	1.8	0.980	0.030	-0.030	0.030	-0.030	0.002
0.045	1.8	1.8	1.8	0.960	0.040	-0.040	0.130	-0.130	0.002
0.0125	2.3	2.3	2.3	0.839	0.019	-0.019	0.035	-0.035	0.002
0.0175	2.3	2.3	2.3	0.895	0.015	-0.015	0.018	-0.018	0.002
0.025	2.3	2.3	2.3	0.929	0.013	-0.013	0.020	-0.020	0.002
0.035	2.3	2.3	2.3	0.950	0.020	-0.020	0.030	-0.030	0.002
0.045	2.3	2.3	2.3	0.970	0.030	-0.030	0.030	-0.030	0.002
0.055	2.3	2.3	2.3	0.970	0.030	-0.030	0.040	-0.040	0.002
0.07	2.3	2.3	2.3	0.930	0.030	-0.030	0.060	-0.060	0.002
0.09	2.3	2.3	2.3	0.990	0.040	-0.040	0.060	-0.060	0.002
0.125	2.3	2.3	2.3	0.800	0.070	-0.070	0.110	-0.110	0.002
0.0125	2.8	2.8	2.8	0.881	0.019	-0.019	0.035	-0.035	0.002
0.0175	2.8	2.8	2.8	0.920	0.017	-0.017	0.026	-0.026	0.002
0.025	2.8	2.8	2.8	0.944	0.013	-0.013	0.013	-0.013	0.002
0.035	2.8	2.8	2.8	0.963	0.017	-0.017	0.010	-0.010	0.002
0.045	2.8	2.8	2.8	0.981	0.022	-0.022	0.019	-0.019	0.002
0.055	2.8	2.8	2.8	0.930	0.030	-0.030	0.040	-0.040	0.002
0.07	2.8	2.8	2.8	0.990	0.020	-0.020	0.030	-0.030	0.002
0.09	2.8	2.8	2.8	0.990	0.030	-0.030	0.050	-0.050	0.002
0.125	2.8	2.8	2.8	0.980	0.030	-0.030	0.040	-0.040	0.002



